taxon,min_age,max_age
1,0.00317007575098617,0.00317007575098617
1,0.0700553782757428,0.0700553782757428
3,0.122389322805445,0.122389322805445
3,0.00950786099842466,0.00950786099842466
4,0.186962688952852,0.186962688952852
5,0.237754115103102,0.237754115103102
9,0.0898047500118205,0.0898047500118205
11,0.636210503765625,0.636210503765625
12,0.531681859800835,0.531681859800835
12,0.276119330116295,0.276119330116295
13,0.435639645045322,0.435639645045322
14,0.256079762417573,0.256079762417573
14,0.222053470660892,0.222053470660892
