2,2,0.126026259879299,0.126026259879299
2,2,0.339695371236374,0.339695371236374
2,2,0.1874084562545,0.1874084562545
3,3,0.282511964614274,0.282511964614274
3,3,0.294833524142203,0.294833524142203
8,8,0.366870986555393,0.366870986555393
8,8,0.151464739375153,0.151464739375153
8,8,0.124487489476557,0.124487489476557
8,8,0.250368478324287,0.250368478324287
12,12,0.841858783756289,0.841858783756289
12,12,0.841704170300989,0.841704170300989
14,14,0.28756133161429,0.28756133161429
15,15,0.124293789271525,0.124293789271525
15,15,0.0841162568099535,0.0841162568099535
16,16,0.522469219442329,0.522469219442329
16,16,0.796156310553737,0.796156310553737
17,17,0.776300494641108,0.776300494641108
18,18,0.562045409240017,0.562045409240017
18,18,0.343946466567151,0.343946466567151
