taxon,min_age,max_age
1,0.460990425320743,0.460990425320743
1,0.462268133342006,0.462268133342006
8,0.100724078783127,0.100724078783127
8,0.714664086043115,0.714664086043115
11,1.87143751322804,1.87143751322804
12,1.06534960200554,1.06534960200554
13,0.401813222791047,0.401813222791047
13,0.272194398013312,0.272194398013312
13,0.54580381056512,0.54580381056512
13,0.242446207960578,0.242446207960578
15,1.07204651865596,1.07204651865596
15,0.656120687445179,0.656120687445179
16,0.478777931173011,0.478777931173011
