taxon,min_age,max_age
3,0.210385540877438,0.210385540877438
4,0.0671328222738416,0.0671328222738416
5,0.145185553196461,0.145185553196461
7,0.0994730403590342,0.0994730403590342
8,0.06422561047901,0.06422561047901
8,0.237424672629969,0.237424672629969
11,2.86132766367704,2.86132766367704
11,4.12024708188293,4.12024708188293
12,1.93789403312398,1.93789403312398
12,1.71035195337814,1.71035195337814
12,1.30170324590346,1.30170324590346
13,0.892223328946074,0.892223328946074
13,0.425690315588367,0.425690315588367
14,0.619388205717622,0.619388205717622
16,1.42867837016672,1.42867837016672
16,1.02723104723982,1.02723104723982
16,0.901426909812602,0.901426909812602
16,0.457830029013787,0.457830029013787
