taxon,min_age,max_age
3,0.259184741857607,0.259184741857607
4,0.793816101026522,0.793816101026522
4,0.117680273853874,0.117680273853874
4,0.859109021619332,0.859109021619332
5,0.705105770650638,0.705105770650638
5,0.183241116509763,0.183241116509763
7,0.423538387233631,0.423538387233631
8,0.632135050439758,0.632135050439758
8,0.703301126788137,0.703301126788137
9,0.281291074864205,0.281291074864205
9,0.394885373017737,0.394885373017737
11,3.65832162148334,3.65832162148334
11,2.6035013981895,2.6035013981895
11,2.75213007008736,2.75213007008736
11,4.19132468630522,4.19132468630522
11,2.67023005397016,2.67023005397016
11,3.58918269324615,3.58918269324615
12,1.20570557373001,1.20570557373001
12,1.17525181663087,1.17525181663087
16,0.661078912723844,0.661078912723844
17,0.307100452772688,0.307100452772688
19,0.552676185290725,0.552676185290725
