taxon,min_age,max_age
2,0.0948146144782524,0.0948146144782524
2,0.0549001806856165,0.0549001806856165
2,0.136891171409584,0.136891171409584
8,0.32435855346475,0.32435855346475
8,0.788135015918228,0.788135015918228
8,0.209985146010175,0.209985146010175
8,0.501119561869024,0.501119561869024
9,0.278664110573859,0.278664110573859
9,0.279181809922121,0.279181809922121
13,0.509430083672881,0.509430083672881
15,0.373725435115488,0.373725435115488
16,0.16124649135112,0.16124649135112
17,0.3738059430931,0.3738059430931
