taxon,min_age,max_age
5,0.185714062327157,0.185714062327157
6,0.154977800963756,0.154977800963756
10,0.29119221132511,0.29119221132511
10,0.224900427723399,0.224900427723399
11,1.11396583535336,1.11396583535336
11,1.54426478971504,1.54426478971504
11,0.747836011454325,0.747836011454325
11,1.19435803201824,1.19435803201824
11,1.34642462753215,1.34642462753215
13,0.387993504588784,0.387993504588784
15,0.0858214138425072,0.0858214138425072
15,0.096438709101082,0.096438709101082
19,0.464350797565147,0.464350797565147
