taxon,min_age,max_age
2,0.0354673839048468,0.0354673839048468
4,0.0796638562576032,0.0796638562576032
11,2.99463159970039,2.99463159970039
11,2.85684691710596,2.85684691710596
12,1.88137764721772,1.88137764721772
13,0.381896709063953,0.381896709063953
13,0.440611463588564,0.440611463588564
13,0.417675785121117,0.417675785121117
18,0.0557777343422594,0.0557777343422594
19,1.79215627999192,1.79215627999192
19,0.801014365847617,0.801014365847617
19,1.8745449382104,1.8745449382104
19,0.60594927634341,0.60594927634341
19,0.261100034862025,0.261100034862025
19,0.784804372757357,0.784804372757357
