taxon,min_age,max_age
5,0.0993063976270957,0.0993063976270957
9,0.100288965962075,0.100288965962075
10,0.200943977828439,0.200943977828439
10,0.191538241429567,0.191538241429567
10,0.196007924835837,0.196007924835837
10,0.0503226626350441,0.0503226626350441
10,0.00596582382786064,0.00596582382786064
12,1.00686767212087,1.00686767212087
15,1.28338477915987,1.28338477915987
16,0.915033079765243,0.915033079765243
17,0.423400924361467,0.423400924361467
17,0.653536456431978,0.653536456431978
18,0.343736768582862,0.343736768582862
18,0.217244099537929,0.217244099537929
