taxon,min_age,max_age
5,0.109269051639451,0.109269051639451
10,0.0484356115879651,0.0484356115879651
10,0.363075578194413,0.363075578194413
11,1.87654176167097,1.87654176167097
11,1.90136837847074,1.90136837847074
12,0.670183794629096,0.670183794629096
12,0.81765680175966,0.81765680175966
12,0.602424432823426,0.602424432823426
12,0.705384473752105,0.705384473752105
13,1.2890254245781,1.2890254245781
13,1.03195534639141,1.03195534639141
15,0.614132466300626,0.614132466300626
17,0.334184862588204,0.334184862588204
