taxon,min_age,max_age
1,0.567490498562,0.567490498562
1,0.594395416108511,0.594395416108511
1,0.481024702981021,0.481024702981021
2,0.0136733805490848,0.0136733805490848
3,0.108474035266571,0.108474035266571
6,0.0173004232782107,0.0173004232782107
7,0.137097003474497,0.137097003474497
9,0.127643390902297,0.127643390902297
9,0.0577569227409142,0.0577569227409142
11,1.4896404812496,1.4896404812496
11,1.09317126982785,1.09317126982785
11,1.387131048737,1.387131048737
13,0.807638638369075,0.807638638369075
15,0.460007782921471,0.460007782921471
16,0.609987305037323,0.609987305037323
17,0.497115477827294,0.497115477827294
17,0.456301562820244,0.456301562820244
19,0.13495400190379,0.13495400190379
