taxon,min_age,max_age
1,1.85491063973809,1.85491063973809
1,1.27682597025075,1.27682597025075
1,1.06029545365596,1.06029545365596
1,1.426216237348,1.426216237348
6,0.681102672729894,0.681102672729894
6,0.98183255048095,0.98183255048095
6,0.501634019149193,0.501634019149193
8,0.388650924772802,0.388650924772802
11,2.1189632423863,2.1189632423863
13,1.21691086333388,1.21691086333388
13,1.24338229443581,1.24338229443581
13,1.63105115922025,1.63105115922025
14,0.831330293935542,0.831330293935542
14,0.094790235620169,0.094790235620169
16,1.1131517567028,1.1131517567028
16,0.876784662498267,0.876784662498267
17,1.17586654746914,1.17586654746914
