taxon,min_age,max_age
1,1.60661676828654,1.60661676828654
1,1.19565303892779,1.19565303892779
1,0.178564428035883,0.178564428035883
3,0.990136033253328,0.990136033253328
3,0.376875149943553,0.376875149943553
4,0.0147857593528931,0.0147857593528931
5,0.0348768649403529,0.0348768649403529
7,0.00166244151111443,0.00166244151111443
11,3.66766473788861,3.66766473788861
11,3.48619459530452,3.48619459530452
11,3.35908994781236,3.35908994781236
11,3.19497072174745,3.19497072174745
12,2.41719093553265,2.41719093553265
12,2.04564299257643,2.04564299257643
12,2.24900618152376,2.24900618152376
12,2.2610535737623,2.2610535737623
12,2.5709920871416,2.5709920871416
13,0.48796286395555,0.48796286395555
13,0.596235747274259,0.596235747274259
15,1.85652288709007,1.85652288709007
15,2.84516914495843,2.84516914495843
16,1.44786789474433,1.44786789474433
18,0.290447943667747,0.290447943667747
