taxon,min_age,max_age
2,0.207377187809159,0.207377187809159
2,0.121952499563574,0.121952499563574
4,0.0129959643797362,0.0129959643797362
7,0.0501719611252599,0.0501719611252599
9,0.0252194252182343,0.0252194252182343
10,0.352697388594693,0.352697388594693
10,0.219655898972745,0.219655898972745
10,0.613891898092862,0.613891898092862
11,4.25675509684466,4.25675509684466
11,3.00508686563873,3.00508686563873
11,2.87931773469027,2.87931773469027
11,4.52024600918133,4.52024600918133
11,2.50468288939618,2.50468288939618
11,2.52466024951581,2.52466024951581
11,4.16562955579257,4.16562955579257
11,4.74298205273734,4.74298205273734
12,0.264212426774497,0.264212426774497
12,0.769324943418082,0.769324943418082
12,1.13871835801456,1.13871835801456
13,0.188991049441419,0.188991049441419
18,0.118231136010061,0.118231136010061
19,0.755866985441059,0.755866985441059
19,0.779572856673654,0.779572856673654
19,1.06764164705222,1.06764164705222
