2,2,0.461422064271026,0.461422064271026
2,2,0.476742296629656,0.476742296629656
3,3,0.315974132871987,0.315974132871987
8,8,0.544149954004248,0.544149954004248
11,11,1.93214141562245,1.93214141562245
11,11,1.86905793867462,1.86905793867462
11,11,1.75993367358579,1.75993367358579
11,11,2.31435557203893,2.31435557203893
11,11,4.30212328646064,4.30212328646064
11,11,3.20423751426339,3.20423751426339
11,11,2.48385944873872,2.48385944873872
12,12,0.767175535058766,0.767175535058766
16,16,0.941193372756489,0.941193372756489
18,18,0.0231057412471103,0.0231057412471103
19,19,0.279805193809785,0.279805193809785
19,19,0.318832888315272,0.318832888315272
